"ArtistID","SongID"
1,1
1,2
1,3
1,4
1,5
1,6
1,30219
1,31790
1,31791
1,31792
1,32155
1,32156
1,38383
1,38384
1,38385
1,42181
1,42182
1,42183
2,7
2,8
2,9
2,10
2,11
2,12
2,13
2,13410
2,13411
2,13412
2,13415
2,31709
2,37356
3,14
3,9259
3,9260
3,12866
3,13448
4,15
4,16
4,17
4,18
4,19
4,20
4,7349
6,21
6,22
6,23
6,24
6,25
6,26
6,27
6,28
6,29
6,30
6,31
6,32
6,33
6,34
6,35
6,36
6,37
6,38
6,39
6,40
6,41
6,42
6,43
6,44
6,45
6,46
6,47
6,48
6,49
6,50
6,51
6,53
6,54
6,55
6,56
6,57
6,58
6,59
6,61
6,62
6,63
6,64
6,65
6,66
6,67
6,68
6,69
6,70
6,71
6,72
6,73
6,74
6,75
6,76
6,77
6,78
6,79
6,80
6,81
6,82
6,83
6,84
6,85
6,87
6,88
6,89
6,90
6,91
6,92
6,93
6,94
6,96
6,97
6,99
6,100
6,101
6,102
6,103
6,104
6,105
6,106
6,107
6,108
6,109
6,7390
6,8467
6,11242
6,11243
6,11244
6,11245
6,11246
6,11250
6,11257
6,11259
6,11261
6,11262
6,11263
6,11307
6,11308
6,11309
6,11310
6,11311
6,11313
6,11314
6,11315
6,11318
6,11446
6,11526
6,13189
6,13301
6,13451
6,13453
6,13454
6,13456
6,13458
6,13460
6,13461
6,13462
6,13463
6,13464
6,13465
6,13466
6,13469
6,13471
6,13473
6,13474
6,13477
6,13479
6,13481
6,13482
6,13483
6,13485
6,13490
6,21246
6,22420
6,22421
6,22422
6,26864
6,27079
6,27080
6,27081
6,27082
6,29328
6,31123
6,31504
6,31505
6,31506
6,31507
6,31539
6,31542
6,32002
6,33359
6,33566
6,34821
6,35706
6,36208
6,37763
6,37764
6,37765
6,37780
6,37958
6,39294
6,40914
6,40915
6,40916
6,40917
6,40984
6,41354
6,42311
6,42494
6,43549
6,44196
6,44305
6,44306
6,44307
6,44340
6,44612
6,44613
6,44614
6,44615
7,110
7,7391
7,7392
7,7393
7,7394
7,9143
7,10412
7,10952
7,10953
7,10954
7,10955
7,10956
7,10957
7,10958
7,10959
7,10960
7,10961
7,10962
7,10963
7,10964
7,10965
7,10966
7,10967
7,10968
7,10969
7,10970
7,10971
7,10972
7,10973
7,10974
7,10975
7,10976
7,10977
7,12113
7,12446
7,12867
7,13306
7,13311
7,13316
7,13321
7,13493
7,13495
7,13496
7,13497
7,13501
7,13504
7,13505
7,13508
7,13510
7,13511
7,13512
7,13513
7,13514
7,13516
7,13517
7,13518
7,13519
7,13521
7,13522
7,13523
7,13524
7,13525
7,13526
7,13527
7,13528
7,13529
7,29034
7,31072
7,31454
7,31853
7,31854
7,31855
7,31856
7,32371
7,33485
7,34939
7,34940
7,35610
7,35614
7,37027
7,37605
7,37606
7,37607
7,37608
7,37609
7,37610
7,37611
7,37612
7,37613
7,37616
7,37617
7,37618
7,37619
7,37620
7,37621
7,37622
7,37623
7,37624
7,37625
7,37626
7,37627
7,37628
7,37629
7,37630
7,37631
7,37632
7,37633
7,37634
7,37635
7,37872
7,37929
7,37930
7,38007
7,38481
7,38482
7,39660
7,39686
7,40419
7,40420
7,40550
7,41295
7,41790
7,41791
7,41792
7,41793
7,41794
7,41795
7,41796
7,41797
7,41798
7,41799
7,41800
7,41801
7,41802
7,41803
7,41804
7,41805
7,41806
7,41807
7,41808
7,41809
7,41810
7,41811
7,41812
7,41813
7,41814
7,41815
7,41816
7,41817
7,41818
7,41819
7,41820
7,41821
7,41822
7,41823
7,41824
7,41825
7,41826
7,42039
7,42045
7,42925
7,42998
7,43509
7,44402
7,44403
8,111
8,112
8,113
8,114
8,115
8,116
8,117
8,118
8,119
8,120
8,121
8,122
8,123
8,124
8,125
8,126
8,127
8,128
8,129
8,130
8,131
8,132
8,133
8,134
8,135
8,136
8,137
8,13326
8,13533
8,13534
8,13535
8,13536
8,13540
8,13541
8,13542
11,142
12,143
12,144
14,147
14,13348
15,149
15,150
15,151
15,152
15,153
15,154
15,7395
15,8986
15,8987
15,8988
15,8989
15,8990
15,8991
15,8992
15,8993
15,8994
15,8995
15,8996
15,8997
15,8998
15,8999
15,9000
15,9001
15,9002
15,9003
15,9004
15,9005
15,9006
15,9007
15,9008
15,9009
15,9010
15,9011
15,9012
15,9013
15,9014
15,9015
15,9016
15,9017
15,9018
15,9019
15,9020
15,9021
15,9023
15,9025
15,9026
15,9028
15,9030
15,9032
15,9033
15,9034
15,9035
15,9036
15,9037
15,9038
15,9039
15,9040
15,9041
15,9042
15,9044
15,9045
15,9046
15,9047
15,9048
15,9049
15,9050
15,9051
15,9052
15,9053
15,9054
15,9055
15,9056
15,9057
15,9058
15,9059
15,9060
15,9061
15,9062
15,9063
15,9064
15,9065
15,9066
15,9067
15,9068
15,11081
15,11255
15,11402
15,11545
15,11713
15,12118
15,12172
15,13365
15,13370
15,13375
15,13380
15,13652
15,13664
15,13666
15,13672
15,13673
15,13676
15,13677
15,13686
15,13694
15,13695
15,13699
15,13710
15,13711
15,13713
15,13717
15,13718
15,13723
15,13725
15,13727
15,13728
15,13732
15,26796
15,27021
15,27073
15,27189
15,27196
15,27198
15,27211
15,27212
15,27213
15,27367
15,27382
15,27790
15,28273
15,29104
15,29195
15,29508
15,29582
15,29838
15,29882
15,29917
15,30074
15,30200
15,30232
15,30335
15,30359
15,30441
15,30455
15,30599
15,30711
15,30920
15,30921
15,31005
15,31975
15,32005
15,32121
15,32167
15,32185
15,32215
15,32393
15,32715
15,32982
15,33165
15,35909
17,156
18,157
18,7396
18,10535
18,10536
18,10537
18,11196
18,11608
18,11609
18,11610
18,11619
18,11620
18,11621
18,11622
18,11623
18,11624
18,11625
18,11626
18,11627
18,11628
18,13760
18,13761
18,13763
18,13765
18,13766
18,21689
18,21690
19,158
19,13776
20,159
20,13779
21,160
22,161
22,162
22,163
22,164
22,165
22,166
22,167
22,13786
22,13787
22,13788
22,32003
23,168
24,169
24,7397
24,9142
24,12701
24,13390
24,13790
24,13791
24,13792
24,13793
24,13794
24,13795
24,13796
24,13797
24,13798
24,13800
24,13802
24,13804
24,13805
24,13806
24,13807
24,13809
24,13811
24,13812
24,13813
24,13815
24,13816
24,13817
24,13818
24,13821
24,13823
24,13824
24,13825
24,13826
24,13828
24,13829
24,31833
24,36217
24,36863
24,36864
24,36865
24,36866
24,36867
24,36868
24,36869
24,36870
24,36871
24,36872
24,36873
24,39155
24,42976
24,42977
24,42978
24,42979
24,42980
24,42981
24,42982
24,42983
24,42984
24,42985
24,42986
24,42987
24,42988
24,42989
24,42990
24,42991
24,42992
26,171
26,28346
26,33230
26,38735
27,172
27,11703
27,13871
27,33472
29,175
29,2342
29,2348
29,13878
31,177
31,178
31,179
31,13882
31,29504
32,180
32,13884
32,13886
32,13887
32,24497
33,181
33,182
33,183
33,13480
33,13891
33,13895
33,13896
33,13897
33,13898
33,13900
33,34500
33,36439
33,36440
33,39297
33,39298
35,184
35,185
35,186
35,187
35,11197
35,11366
35,13499
35,13902
35,13904
36,189
36,190
36,191
36,192
36,193
36,194
36,195
36,7408
36,7409
36,12049
36,13909
36,13910
36,30248
36,37285
36,40671
36,41882
36,43354
38,196
38,197
38,198
38,199
38,200
38,201
38,202
38,203
38,204
38,205
38,206
38,207
38,208
38,209
38,210
38,211
38,212
38,213
38,214
38,215
38,216
38,217
38,218
38,219
38,220
38,221
38,222
38,223
38,224
38,225
38,226
38,227
38,228
38,229
38,230
38,231
38,232
38,233
38,234
38,235
38,236
38,791
38,792
38,2093
38,7274
38,7410
38,7411
38,7412
38,7413
38,7414
38,7415
38,10762
38,10764
38,10766
38,10769
38,10771
38,11367
38,11368
38,11369
38,11630
38,11631
38,11632
38,11633
38,11634
38,11635
38,11636
38,11637
38,11638
38,11639
38,11640
38,13913
38,13914
38,13915
38,13916
38,13917
38,13918
38,13921
38,13925
38,34742
38,35274
38,37177
38,38217
38,40527
39,13950
39,13951
39,13952
39,13953
40,238
40,239
40,7417
40,7418
40,7419
40,7420
40,13586
40,13628
40,13956
40,13957
40,13958
40,13960
40,13961
40,13963
40,13964
40,13965
40,13966
40,13967
40,13968
40,13969
40,13971
40,13973
40,13974
40,13976
40,13977
40,13978
41,241
42,242
42,12170
42,12171
43,244
43,245
43,246
43,248
43,13653
43,13983
43,13984
43,13986
43,13987
43,13988
44,253
44,254
44,7422
44,7423
44,7424
44,7425
44,7426
44,7427
44,8432
44,8624
44,10407
44,10451
44,10577
44,11324
44,13716
44,13735
44,14003
44,14004
44,14006
44,14009
44,14010
44,14013
44,14014
44,14015
44,14017
44,14018
44,14019
44,14021
44,14022
44,14023
44,14024
44,26626
44,26627
44,26628
44,26629
44,26630
44,27358
44,29498
44,29694
44,29741
44,33579
44,33649
44,36732
44,38390
44,40684
44,40954
44,42292
45,255
45,256
46,257
46,258
46,259
46,260
46,261
46,262
46,263
46,264
46,265
46,266
46,267
46,268
46,269
46,270
46,7428
46,11499
46,14036
46,14037
46,14038
46,14039
46,14040
46,14041
46,14043
46,37029
46,37838
46,39279
46,39406
46,39866
47,271
47,14044
47,14045
47,14046
47,14047
47,14048
47,14049
47,14050
47,31760
47,37172
47,37173
47,37174
47,37175
47,37176
47,43286
48,272
48,273
50,276
50,277
50,278
50,279
50,280
50,281
50,282
50,283
50,284
50,285
50,286
50,287
50,288
50,289
50,290
50,291
50,7186
50,9655
50,14055
50,30802
50,30803
50,35389
50,42784
50,43244
51,292
51,293
51,14056
51,14057
52,294
52,295
52,7430
52,8543
52,13810
52,13814
52,13819
52,13820
52,14059
52,14060
52,14062
52,14064
52,14065
52,14068
52,14071
52,14073
52,14075
52,21491
52,30557
52,30804
52,41401
54,296
54,297
54,27770
56,311
57,312
58,313
58,27036
58,30172
58,31266
58,32965
59,314
59,9130
59,9131
59,9132
59,9133
59,9134
59,9135
59,9136
59,9137
59,9138
59,42129
59,42130
60,315
60,316
60,317
60,318
60,319
60,320
60,321
60,322
60,323
60,10533
60,10534
60,12504
60,14074
60,14078
60,14086
60,14088
60,14204
60,14206
60,14207
60,14208
60,42370
61,324
62,325
63,326
63,9299
63,14216
63,30809
63,30852
63,30853
63,30854
63,30855
63,33583
63,34630
63,34679
63,34944
63,41207
63,41212
64,327
66,32901
66,33087
66,36616
66,40933
66,40934
66,40935
66,42557
68,340
68,341
68,342
68,343
68,344
68,345
68,346
68,347
68,348
68,349
68,350
68,351
68,352
68,353
68,354
68,355
68,356
68,7433
68,8460
68,8544
68,13206
68,13207
68,14166
68,14171
68,14181
68,14193
68,14196
68,14215
68,14217
68,14227
68,14230
68,14236
68,14238
68,14258
68,14259
68,14260
68,14262
68,14264
68,14265
68,14266
68,14267
68,14268
68,14272
68,14275
68,14276
68,14277
68,14278
68,14280
68,14286
68,14288
68,14290
68,14292
68,14293
68,14295
68,14298
68,14299
68,30658
68,31284
70,378
71,379
71,380
71,381
71,382
71,383
71,384
71,385
71,386
71,387
71,14312
71,14314
72,388
72,389
72,390
72,391
72,392
72,393
72,394
72,395
72,396
72,14318
73,397
73,398
74,399
75,400
75,401
75,403
75,404
75,405
75,406
75,407
75,408
75,409
75,410
75,411
75,412
75,413
75,414
75,415
75,416
75,417
75,418
75,419
75,420
75,421
75,422
75,423
75,424
75,425
75,426
75,427
75,428
75,429
75,430
75,431
75,433
75,434
75,435
75,436
75,437
75,438
75,439
75,440
75,441
75,442
75,443
75,444
75,445
75,446
75,447
75,448
75,449
75,450
75,451
75,452
75,453
75,454
75,455
75,456
75,7437
75,7438
75,8313
75,9269
75,10859
75,11203
75,11204
75,14281
75,14283
75,14285
75,14287
75,14289
75,14291
75,14331
75,14332
75,28157
75,29775
75,30610
75,32805
75,32806
75,32807
75,32808
75,32809
75,32810
75,32811
75,32812
75,32813
75,32814
75,32815
75,32816
75,32817
75,32818
75,32819
75,32820
75,32821
75,32822
75,32823
75,32824
75,32825
75,32826
75,32827
75,32828
75,32829
75,32830
75,32831
75,32832
75,32833
75,38062
76,457
76,458
76,459
76,460
76,461
76,462
76,463
76,464
76,465
76,466
76,467
76,468
76,469
76,470
76,471
76,7439
76,7440
76,8489
76,8490
76,8589
76,8897
76,12053
76,12709
76,14311
76,14313
76,14315
76,14322
76,14324
76,14337
76,14340
76,14343
76,14344
76,14346
76,14347
76,14348
76,14349
76,14350
76,14351
76,14353
76,14355
76,14357
76,14358
76,14359
76,14360
76,14365
76,14366
76,14367
76,14368
76,14369
76,14371
76,14372
76,14373
76,14377
76,14378
76,14379
76,14380
76,14381
76,14382
76,14383
76,14387
76,14389
76,14390
76,14391
76,14393
76,14394
76,28594
76,29776
76,30255
76,34610
76,36956
76,39712
77,472
77,14375
77,14376
78,473
78,14395
79,474
79,475
79,11201
79,14403
79,24499
79,30811
79,30812
79,30813
79,32434
79,32435
79,32436
79,32437
79,32438
79,32439
79,32440
79,32441
79,32442
79,32443
79,32444
79,32445
79,32446
79,32447
79,32448
79,32449
79,32450
79,32451
79,32452
79,32453
79,32454
