"SongID","Tag"
12084,ChiptuneCover
12084,OutOfTune
12085,"1995"
12085,Speccy
12085,TruckDriversGearChange
12085,ZXSpectrum
12086,FridayTune
12087,Funk
12087,syncopated
12087,synth
12088,"2001"
12088,Funk
12088,Progressive
12090,coop
12090,Guitar
12091,Funk
12091,shuffle
12093,"1990"
12093,AlcatrazPentcost
12093,Amiga
12093,Demo
12094,zine
12095,ChiptuneCover
12095,MichaelJackson
12096,ChiptuneCover
12096,Laserdance
12096,Speccy
12096,YM
12096,ZXSpectrum
12099,cover
12099,Laserdance
12099,Spacesynth
12103,Remix
12103,russian
12104,ZXSpectrum
12105,fast
12106,"1995"
12106,coop
12106,Gamemusic
12106,Speccy
12106,TruckDriversGearChange
12106,video
12106,YM
12106,ZXSpectrum
12107,Laserdance
12108,"15s"
12108,"1995"
12108,AY
12108,Cartoon
12108,ChiptuneCover
12108,Gamemusic
12108,Speccy
12108,TV
12108,ZXSpectrum
12114,OldSchool
12114,Speccy
12114,YM
12114,ZXSpectrum
12115,Geography
12116,"2007"
12116,Sundown
12119,"1992"
12119,Amiga
12119,OldSchool
12119,TheParty
12119,video
12120,"1993"
12120,Amiga
12120,Funk
12120,Jazz
12120,Musicdisk
12120,TheGathering
12121,"1993"
12121,TheParty
12122,love
12125,Upstream
12129,TheJungle
12130,"1999"
12130,ChaosConstructions
12130,compo
12130,Remix
12130,Speccy
12130,YM
12130,ZXSpectrum
12131,"2004"
12131,Bleepy
12131,Speccy
12131,YM
12131,ZXSpectrum
12137,Drum&Bass
12137,Guitar
12138,Funk
12138,Untz
12140,"2000"
12140,Compowinner
12140,Mekka&Symposium
12143,"2009"
12143,Sundown
12145,GameRemix
12145,long
12145,medley
12145,shout
12147,Chiptune
12147,GREP
12147,happy
12148,Chiptune
12148,happy
12148,TruckDriversGearChange
12150,"2008"
12150,newschool
12150,trance
12154,TruckDriversGearChange
12158,GermanSpeak
12158,Rap
12163,Matrix
12164,hardtrance
12164,minimalistic
12164,trance
12165,Gamemusic
12165,quiet
12165,Space
12167,ambient
12167,Gamemusic
12167,quiet
12167,Space
12168,Gamemusic
12168,hymn
12173,"2005"
12173,Assembly
12173,Demo
12173,video
12174,Jazz
12174,theremin
12174,triangle
12174,Trombone
12176,Swing
12182,ALARM
12182,Energetic
12182,video
12183,Acapella
12184,wobble
12185,Accordion
12188,Melodic
12188,sinewave
12190,Techno
12193,ear-rape
12195,"1987"
12195,C64
12195,Epic
12195,Gamemusic
12195,Heroic
12195,video
12197,OutOfTune
12200,"2009"
12200,Stream
12201,"2007"
12201,Assembly
12201,sinewave
12202,"2000"
12202,Chiptune
12202,Musicdisk
12202,TruckDriversGearChange
12203,"2008"
12203,Stream
12204,"1998"
12204,OutOfTune
12205,"1998"
12206,"1999"
12207,"1999"
12207,Chiptune
12207,Musicdisk
12208,"2000"
12208,Chiptune
12208,Musicdisk
12209,"2000"
12209,Untz
12210,"1999"
12211,"2000"
12211,Chiptune
12211,food
12211,happy
12211,Musicdisk
12211,Reggae
12212,"2006"
12212,Bleepy
12212,food
12212,TruckDriversGearChange
12213,"2000"
12213,Chiptune
12213,cover
12213,Geography
12213,Musicdisk
12213,Reggae
12213,Remake
12214,"2000"
12214,animal
12214,Chiptune
12214,Musicdisk
12215,"2000"
12215,Chiptune
12215,Musicdisk
12216,"1998"
12216,ChiptuneCover
12216,cover
12216,Musicdisk
12217,"1999"
12217,Chiptune
12217,Musicdisk
12218,"2000"
12218,Chiptune
12218,Musicdisk
12219,"1998"
12220,"1998"
12220,Chiptune
12220,GameRemix
12220,Musicdisk
12226,"1bit"
12226,"2006"
12226,Bleepy
12231,Short
12235,Remix
12240,"1987"
12240,Gamemusic
12240,Mystic
12240,video
12242,"2002"
12242,Remix
12242,YM
12243,"2004"
12243,Assembly
12243,food
12244,Sad
12244,sinewave
12245,Chiptune
12246,Chiptune
12246,Dream
12246,long
12246,Remix
12247,"1997"
12247,Remix
12248,cover
12248,YM
12250,Chiptune
12250,Remix
12250,Schlager
12250,Short
12252,cover
12252,Remix
12252,Short
12253,coop
12256,Vocals
12258,Melodic
12258,Pop
12258,trance
12260,"0a000h"
12260,"2004"
12260,Demo
12264,"2001"
12264,Abstract
12265,GameRemix
12267,GameRemix
12269,Geography
12271,GameRemix
12271,Turrican
12272,food
12275,"2002"
12275,Compusphere
12275,Demo
12275,Space
12275,video
12275,Vocals
12275,Windows
12276,"2006"
12276,BeastieBoys
12276,CommercialSamples
12276,coop
12276,Demo
12276,Solskogen
12276,Windows
12277,"2004"
12277,coop
12277,Demo
12277,Kindergarden
12277,video
12277,Windows
12278,"2006"
12278,Assembly
12278,coop
12278,Demo
12278,Piano
12278,video
12278,Windows
12279,"2006"
12279,CommercialSamples
12279,Demo
12279,Lyrics
12279,NorwegianSpeak
12279,Solskogen
12279,textmode
12279,Untz
12279,video
12279,Windows
12280,"2009"
12280,Demo
12280,Function
12280,video
12280,Windows
12281,Chiptune
12281,coop
12282,"2008"
12282,Breakpoint
12283,"1996"
12283,Assembly
12283,Lyrics-Incomplete
12283,samples
12283,whistle
12290,cracktro
12290,Remix
12290,TruckDriversGearChange
12291,food
12291,happy
12292,Remix
12293,food
12293,Sad
12293,Vocals
12295,animal
12295,Chillout
12295,Mellow
12296,Lyrics
12296,Vocals
12300,"1988"
12300,Arcade
12300,Merry
12300,OutOfSync
12300,OutOfTune
12301,"1989"
12301,Amiga
12301,Gamemusic
12304,ambient
12304,Chillout
12304,lounge
12304,video
12305,electro
12305,Relaxing
12306,coop
12307,Relaxing
12308,coop
12308,long
12309,Chiptune
12309,coop
12310,Heroic
12311,"2009"
12311,breakbeat
12311,Evoke
12312,"2005"
12312,Breakpoint
12312,disco
12312,Lyrics-Incomplete
12312,vocoder
12313,GameRemix
12313,ItalianSpeak
12313,Vocals
12314,GameRemix
12314,TruckDriversGearChange
12315,food
12315,Untz
12316,dance
12316,trance
12317,long
12317,Religion
12317,Remix
12317,samples
12317,Untz
12317,Vocals
12318,trance
12318,Untz
12319,Untz
12320,Remix
12325,Lyrics
12325,Vocals
12327,Jazz
12329,Geography
12338,Chiptune
12338,Platformer
12340,"1988"
12340,EarlyMOD
12340,Gamemusic
12340,video
12341,"2001"
12341,Norvegia
12341,TruckDriversGearChange
12343,"1998"
12343,Compowinner
12343,X
12344,"2003"
12344,Compowinner
12347,"1988"
12347,food
12348,"1988"
12348,Merry
12349,"1988"
12349,Circus
12349,Merry
12350,"1988"
12351,"1988"
12351,Gamemusic
12352,"1988"
12352,Sleepy
12353,chipmunk
12353,lounge
12353,Rap
12354,breakbeat
12354,synth
12355,breakbeat
12356,food
12357,"1998"
12357,Abba
12357,coop
12357,Demo
12357,DOS
12357,drums
12357,Remedy
12357,video
12359,"1990"
12359,Rock
12359,TeamSport
12361,"1990"
12361,Rock
12361,TeamSport
12362,love
12363,long
12364,compo
12364,NectaScene
12365,Gamemusic
12365,TruckDriversGearChange
12366,long
12366,TruckDriversGearChange
12367,ALARM
12367,DING
12367,GermanSpeak
12367,HappyHardcore
12367,Hardcore
12367,polarizing
12367,Rave
12367,Untz
12368,"2007"
12368,Demo
12368,Evoke
12368,video
12368,Windows
12369,coop
12369,Gamemusic
12369,TeamSport
12369,Vocals
12370,"1989"
12370,animal
12370,Gamemusic
12370,Heroic
12371,"1988"
12371,animal
12371,Gamemusic
12371,Heroic
12372,"1988"
12372,Gamemusic
12373,"1989"
12373,ambient
12373,Mystic
12374,Gamemusic
12374,Groovy
12374,video
12375,Organ
12375,video
12376,"1989"
12376,Racing
12379,"1987"
12379,SpaceShooter
12380,Orchestral
12380,Tchaikovsky
12381,"1992"
12381,animal
12381,Gamemusic
12381,Merry
12381,Piano
12382,"1986"
12382,Fantasy
12382,Merry
12383,"1986"
12383,Fantasy
12383,Heroic
12384,"1986"
12384,Fantasy
12384,Gamemusic
12384,Night
12384,Sleepy
12385,"1986"
12385,Fantasy
12385,Heroic
12387,Comedy
12387,food
12387,happy
12387,Lyrics
12388,GameRemix
12388,medley
12389,food
12390,classic
12393,amstrad
12393,Chiptune
12393,cpc
12393,GameRemix
12394,compo
12394,GameRemix
12394,NectaScene
12394,TruckDriversGearChange
12396,Remix
12397,cover
12397,Remake
12398,Showtime
12399,"2009"
12399,coop
12399,Demo
12399,Invitation
12399,Solskogen
12399,TheGathering
12399,Windows
12400,Accordion
12400,caribbean
12401,compo
12401,Compowinner
12401,food
12401,NectaScene
12404,GameRemix
12405,Drum&Bass
12405,Remix
12408,Chiptune
12408,NES
12410,"1998"
12410,Assembly
12411,birthday
12411,compo
12411,happy
12411,NectaScene
12412,"2009"
12412,compo
12412,food
12412,NectaScene
12414,compo
12414,NectaScene
12414,Remix
12415,compo
12415,happy
12415,NectaScene
12416,"1997"
12416,Accordion
12416,coop
12416,FrenchSpeak
12416,Lyrics
12416,polarizing
12416,Silly
12416,Untz
12416,Windows
12417,"1995"
12417,"1996"
12417,Saturne
12418,"1995"
12418,HillBilly
12419,"1989"
12419,Amiga
12419,Gamemusic
12419,Sad
12419,SpaceShooter
12420,laugh
12420,Merry
12420,Poing
12421,Acoustic
12421,Amiga
12421,animal
12421,Gamemusic
12421,Horse
12422,"1996"
12422,Accordion
12423,video
12424,"2008"
12424,Sundown
12424,video
12425,Drum&Bass
12426,"2008"
12426,Breakpoint
12426,Demo
12426,Rewired
12426,Windows
12427,"2009"
12427,Demo
12427,Invitation
12427,MAiN
12427,Untz
12427,video
12427,Windows
12428,"2009"
12428,Compowinner
12428,Goa
12428,MAiN
12429,"1990"
12429,Gamemusic
12429,Platformer
12430,Ethnic
12430,Gameport
12430,Geography
12432,"1988"
12432,Gamemusic
12432,TeamSport
12434,animal
12434,Cartoon
12434,Chiptune
12436,"2009"
12436,japanese
12436,MAiN
12436,Vocaloid
12438,"1987"
12438,Heroic
12439,"1989"
12440,AwfulGuitarSample
12440,Rock
12441,"2009"
12441,MAiN
12444,"2009"
12444,disco
12444,FemaleMoans
12444,horns
12444,MAiN
12444,Record
12444,Vocals
12446,"2009"
12446,MAiN
12446,Remix
12447,Remix
12455,Amiga
12455,Gamemusic
12455,psygnosis
12456,Blues
12457,animal
12458,"1991"
12458,animal
12458,Gamemusic
12460,psygnosis
12462,long
12463,"1988"
12463,Amiga
12463,Merry
12463,Platformer
12463,video
12464,"1988"
12464,Chiptune
12464,Platformer
12465,"1988"
12465,Platformer
12466,"1988"
12466,Platformer
12466,Rhapsodic
12467,"1988"
12467,Chiptune
12467,Platformer
12469,"1996"
12469,Compowinner
12469,Saturne
12470,"1993"
12470,long
12470,Rhapsodic
12472,cover
12472,multipart
12472,Remake
12472,TV
12473,"2009"
12473,Compowinner
12473,minimalistic
12473,SID
12474,animal
12474,Cartoon
12474,GameRemix
12477,"1999"
12477,Jingle
12477,Short
12478,"1995"
12478,coop
12478,food
12478,Short
12480,scratching
12480,Vocals
12480,yo
12481,Maths
12481,Melancholic
12481,Nostalgia
12481,Remix
12481,Sad
12481,Slow
12482,GameRemix
12482,long
12482,medley
12483,GameRemix
12484,Untz
12487,Vocals
12489,long
12489,OutOfTune
12489,Remix
12489,Untz
12490,animal
12490,awesomeorgan
12490,disco
12490,Funk
12490,Guitar
12490,happy
12491,cheesy
12491,Guitar
12491,Lyrics
12491,Upbeat
12492,"2009"
12492,"4k"
12492,Compowinner
12492,MAiN
12493,cheesy
12493,disco
12496,Accordion
12496,Piano
12498,animal
12498,cover
12498,samples
12499,"2003"
12499,cowbell
12499,GameRemix
12500,"1992"
12500,dance
12500,Gamemusic
12500,Lambada
12500,Latin
12501,Gamemusic
12501,Heroic
12502,"2003"
12502,Compowinner
12502,Demo
12502,Evoke
12502,food
12502,video
12503,GameRemix
12504,Calm
12504,Choir
12504,Piano
12505,"2002"
12505,"64k"
12505,Compowinner
12505,Evoke
12505,glitch
12505,video
12505,Windows
12507,Short
12508,cover
12508,Italo-disco
12508,Laserdance
12508,Lazer
12508,ORCHESTRAHIT
12508,Spacesynth
12509,cheesy
12509,cover
12509,Spacesynth
12510,Flute
12510,panflutes
12510,Remix
12511,herewego
12513,Accordion
12513,animal
12513,Chant
12513,Folk
12513,happy
12513,medley
12513,polka
12513,popeye
12519,RobertMiles
12520,ChiptuneCover
12520,Dream
12520,RobertMiles
12521,"1996"
12521,cover
12521,long
12521,Remix
12521,Repetitive
12521,RobertMiles
12524,Doskpop
12525,TruckDriversGearChange
12526,"1996"
12526,long
12526,Remake
12526,Remix
12526,RobertMiles
12526,TruckDriversGearChange
12527,animal
12527,Birds
12527,Celtic
12527,TruckDriversGearChange
12530,Bagpipes
12530,Celtic
12530,Flute
12530,Folk
12533,Chillout
12533,Mellow
12533,TruckDriversGearChange
12534,Celtic
12534,Folk
12536,Celtic
12537,long
12538,Space
12538,trance
12539,Space
12539,synth
12542,Dark
12542,Space
12544,Piano
12545,quiet
12545,Relaxing
12545,Space
12546,quiet
12546,Space
12547,Chillout
12547,Piano
12547,Relaxing
12549,Piano
12551,coop
12551,riot
12551,teenage
12551,YM
12555,ambient
12555,Guitar
12562,"2009"
12562,"4k"
12562,Assembly
12562,SceneOrgAwards
12562,video
12562,Windows
12565,Amiga
12565,Remake
12565,Speccy
12565,ZXSpectrum
12568,"2006"
12568,Birdie
12568,dance
12568,Demo
12568,TruckDriversGearChange
12568,Windows
12569,OutOfTune
12569,vocoder
12570,"1988"
12571,Gamemusic
12571,Racing
12572,"1988"
12572,AwfulGuitarSample
12572,Gamemusic
12572,Thriller
12576,animal
12580,"2003"
12580,animal
12582,"2004"
12582,AY
12582,Speccy
12582,ZXSpectrum
12587,YM
12587,ZXSpectrum
12590,EBM
12593,bass
12593,cover
12593,food
12593,Lyrics
12593,Vocals
12595,"2009"
12595,Demo
12595,Evoke
12595,video
12596,"2009"
12596,Compusphere
12596,Demo
12596,electro
12596,House
12596,Minimal
12596,outline
12596,video
12597,"2009"
12597,Evoke
12597,OHC
12598,Amiga
12598,Gamemusic
12598,Racing
12599,Gamemusic
12599,robotic
12599,TruckDriversGearChange
12600,coop
12600,cover
12600,TruckDriversGearChange
12600,YM
12602,Remix
12603,Movie
12603,Racing
12604,Amiga
12604,animal
12604,Gamemusic
12604,Movie
12604,video
12605,animal
12605,Movie
12606,Amiga
12606,Fantasy
12607,"1988"
12607,Chiptune
12607,Gamemusic
12607,Racing
12608,GameRemix
12608,SpaceShooter
12610,Chillout
12610,GameRemix
12611,animal
12612,"1990"
12612,Gamemusic
12612,Gameport
12612,Merry
12612,Platformer
12613,"1990"
12613,Gamemusic
12613,Gameport
12613,Merry
12614,Gameport
12614,Merry
12614,Platformer
12616,amstrad
12616,cpc
12616,Demo
12617,hitit
12617,letsgo
12617,Repetitive
12618,"2001"
12618,disease
12620,food
12620,Jazz
12620,Latin
12624,OutOfSync
12626,Chiptune
12626,FM
12626,Metal
12628,Falcon
12631,Short
12635,Short
12647,Rave
12647,Techno
12647,Untz
12649,anal
12650,cover
12652,borky_bork_last_30_seconds
12653,boring
12653,Repetitive
12655,Scream
12655,AAA
12658,ALARM
12658,samples
12658,StarTrek
12658,TV
12660,Short
12662,Short
12662,vocoder
12664,long
12668,Acid
12668,didgeridoo
12671,long
12672,Chainsaw
12673,prodigy
12685,trance
12688,Chillout
12688,dreamy
12688,Guitar
12688,Mellow
12688,Sleepy
12689,Chillout
12691,ambient
12691,Downtempo
12692,Guitar
12692,Lyrics
12692,Manowar
12692,Metal
12697,happy
12699,Chiptune
12699,Silly
12700,animal
12701,C64
12701,SID
12702,Chiptune
12702,generic
12702,happy
12702,TruckDriversGearChange
12704,animal
12704,TruckDriversGearChange
12706,food
12708,"1986"
12708,Chiptune
12709,"2004"
12709,coop
12709,Melodic
12709,xkcompo
12710,coop
12710,happy
12711,Dream
12711,OutOfTune
12711,stereoseparation
12711,video
12712,OldSchool
12713,GameRemix
12715,TruckDriversGearChange
12716,ChiptuneCover
12716,Energetic
12716,happy
12716,stereoseparation
12716,Upbeat
12717,Chiptune
12718,Chiptune
12718,happy
12718,TruckDriversGearChange
12719,bad_encoder
12719,Chiptune
12719,happy
12720,Chiptune
12720,happy
12720,TruckDriversGearChange
12721,Repetitive
12727,Christmas
12730,OutOfTune
12731,Chiptune
12732,arpeggios
12732,Chiptune
12734,TruckDriversGearChange
12740,C64
12740,SID
12741,"1989"
12743,TruckDriversGearChange
12744,Geography
12746,Gamemusic
12746,stereoseparation
12747,arpeggios
12747,Gamemusic
12747,stereoseparation
12748,Gamemusic
12749,Gamemusic
12749,needs_reencoding
12750,Gamemusic
12750,stereoseparation
12751,Gamemusic
12751,needs_reencoding
12752,cracktro
12753,C64
12753,Gamemusic
12753,SID
12754,Movie
12754,video
12756,Chiptune
12756,happy
12758,Remix
12759,Apple
12759,arpeggios
12759,food
12759,Melodic
12760,Chiptune
12760,happy
12762,Chiptune
12762,coop
12762,Slow
12762,softsynth
12763,Gamemusic
12766,InvertedStereo
12766,Short
12767,moody
12767,Slow
12767,TruckDriversGearChange
12768,Geography
12769,"1989"
12770,bach
12770,Choir
12770,Sad
12771,"2005"
12771,Evoke
12771,video
12772,"1986"
12772,Bleepy
12772,Chiptune
12772,SpaceShooter
12772,UFO
12773,"1987"
12773,Gamemusic
12774,"1986"
12774,C64
12774,Chiptune
12774,cover
12774,Gamemusic
12774,Merry
12774,video
12775,"1986"
12775,Chiptune
12775,Merry
12776,"1987"
12776,animal
12776,Chiptune
12776,Merry
12777,"1987"
12777,Gamemusic
12777,SpaceShooter
12778,"1986"
12778,Bleepy
12778,Chiptune
12778,Merry
12779,"1988"
12779,Gamemusic
12779,SpaceShooter
12780,"1986"
12780,Bleepy
12780,Chiptune
12780,Merry
12781,"1987"
12781,Gamemusic
12785,Acoustic
12785,Assembly
12785,Ethnic
12785,FolkDance
12785,Merry
12786,Chillout
12786,Jazz
12786,saxophone
12787,Acoustic
12787,Ethnic
12787,FolkDance
12787,food
12787,Merry
12788,Acoustic
12788,Ethnic
12788,sami
12789,Acoustic
12789,Ethnic
12790,Funk
12792,Acoustic
12792,Ethnic
12792,Mystic
12793,"1988"
12793,cracktro
12793,Gamemusic
12793,Heroic
12793,Intro
12793,video
12796,ExChipO
12797,Short
12798,Gamemusic
12798,Short
12800,Gamemusic
12801,GameRemix
12804,animal
12804,GameRemix
12804,Oriental
12804,Sonic
12805,animal
12805,Eurodance
12805,GameRemix
12805,ocremix
12805,Platformer
12806,GameRemix
12807,Gamemusic
12808,long
12810,Epic
12810,GameRemix
12810,Ninja
12811,GameRemix
12811,Untz
12813,GameRemix
12814,GameRemix
12815,Remix
12817,GameRemix
12818,GameRemix
12819,animal
12819,GameRemix
12819,Orchestral
12819,panflutes
12821,hitit
12821,House
12822,"2006"
12822,Remake
12822,Remix
12822,video
12822,Wild
12823,"2007"
12823,GameRemix
12823,TechHouse
12824,GameRemix
12825,GameRemix
12825,Racing
12826,GameRemix
12826,ORCHESTRAHIT
12827,saxophone
12828,Remake
12828,rhythm
12828,rhythmloop
12829,Remix
12831,GameRemix
12832,Chiptune
12833,happy
12833,Short
12834,CanonD
12834,Chiptune
12834,happy
12834,TruckDriversGearChange
12834,Upbeat
12835,"1999"
12835,ChiptuneCover
12835,compo
12835,Remake
12835,TruckDriversGearChange
12835,ZXSpectrum
12836,coop
12837,happy
12837,RadixStyle
12837,TruckDriversGearChange
12837,Uplifting
12838,Chiptune
12839,C64
12839,SID
12840,coop
12840,TruckDriversGearChange
12841,coop
12843,drugs
12845,happy
12846,happy
12847,happy
12847,pachelbel
12851,Chiptune
12851,happy
12854,Chiptune
12854,coop
12854,happy
12856,Chiptune
12856,sinewave
12858,Chiptune
12858,happy
12860,moody
12860,sinewave
12863,AtariST
12863,YM
12864,Amiga
12864,cracktro
12864,video
12866,Katram
12866,Remake
12867,Short
12869,Gamemusic
12871,TruckDriversGearChange
12872,"1994"
12872,TheParty
12873,Eurodance
12873,Vocals
12874,Gamemusic
12874,SpaceShooter
12875,bad_singing
12875,OutOfTune
12876,coop
12876,sinewave
12877,Industrial
12877,video
12878,"1996"
12878,"64k"
12878,DOS
12878,Intro
12878,Minimal
12878,TheGathering
12878,video
12879,stereoseparation
12881,"1990"
12882,"1992"
12882,adlib
12882,TheParty
12883,Amiga
12883,cracktro
12883,Intro
12884,C64
12884,Chiptune
12884,SID
12884,video
12886,C64
12886,Gamemusic
12886,video
12888,Atari
12888,YM
12890,"4k"
12890,Amiga
12890,softsynth
12891,"2000"
12891,Kindergarden
12892,"2007"
12892,Amiga
12892,Breakpoint
12892,softsynth
12893,"4k"
12893,Amiga
12893,video
12894,"2002"
12894,Assembly
12896,Acid
12896,Space
12896,Techno
12897,pad
12897,Progressive
12897,Reverb
12897,sinewave
12897,Space
12899,Christmas
12899,Mellow
12899,sinewave
12905,cracktro
12905,TruckDriversGearChange
12906,"1985"
12906,Bleepy
12906,C64
12906,Chiptune
12906,SID
12907,Chiptune
12907,gameboy
12907,Untz
12910,Untz
12912,Chiptune
12912,food
12916,Untz
12921,Untz
12923,food
12923,Repetitive
12925,Untz
12926,TruckDriversGearChange
12926,Untz
12927,Gamemusic
12927,Short
12928,Gamemusic
12928,video
12931,food
12932,soft
12934,"2006"
12934,Chillout
12934,Musicdisk
12934,quiet
12934,Sad
12938,Geography
12940,Chillout
12946,food
12949,Relaxing
12950,OHC
12950,Short
12951,"1995"
12951,AY
12951,cover
12951,Demobit
12951,metallica
12951,Remake
12951,Speccy
12951,ZXSpectrum
12954,madtracker2
12954,Space
12954,trance
12954,TruckDriversGearChange
12955,"2006"
12955,Breakpoint
12958,"1988"
12958,C64
12961,"2000"
12961,Assembly
12961,sinewave
12962,Chillout
12962,Relaxing
12962,sinewave
12963,Progressive
12964,C64
12964,Geography
12964,SID
12964,TruckDriversGearChange
12966,Chiptune
12966,Melodic
12966,sinewave
12968,Chiptune
12968,electronic
12968,Melodic
12969,arpeggios
12969,Chiptune
12969,coop
12969,Mellow
12970,"1994"
12970,Assembly
12970,coop
12970,Funk
12971,blipblop
12972,pachelbel
12973,animal
12973,coop
12975,"2010"
12975,X
12976,"1995"
12976,TheParty
12976,video
12977,"1996"
12977,TheParty
12983,animal
12983,sinewave
12984,Chiptune
12984,Mellow
12984,sinewave
12991,"1992"
12991,Rendezvous
12992,Energetic
12993,bass
12993,disco
12993,Funk
12993,GameRemix
12993,House
12994,GameRemix
12995,cowbell
12995,GameRemix
12995,Nexus6581
12996,Guitar
12996,ska
12996,video
12997,GameRemix
13009,Remix
13009,Vocals
13012,froggies
13017,CanonD
13017,Chiptune
13017,Silly
13018,coop
13021,sinewave
13022,TruckDriversGearChange
13025,"2002"
13025,Atari
13025,Compowinner
13025,Demo
13025,long
13025,video
13026,"2004"
13026,sinewave
13026,xkcompo
13028,StereoPOKEY
13031,Psytrance
13032,Remix
13032,trance
13032,Untz
13033,animal
13033,Birds
13033,coop
13033,food
13034,Epic
13035,"2000"
13035,Christmas
13035,distortedguitar
13035,Guitar
13036,Guitar
13037,Guitar
13039,Guitar
13040,Christmas
13042,distortedguitar
13042,fusion
13042,Guitar
13042,Rock
13044,"2007"
13044,alcohol
13044,Assembly
13044,Demo
13044,food
13044,Guitar
13044,video
13045,FinnishSpeak
13045,Space
13048,"1995"
13048,Remix
13049,Remix
13049,Tempochange
13050,GameRemix
13051,GameRemix
13052,GermanSpeak
13053,trance
13054,ibiza
13054,long
13054,Remix
13054,trance
13054,Untz
13055,"2008"
13055,dance
13055,long
13055,trance
13055,Untz
13056,animal
13056,Guitar
13056,Vocals
13058,synthpop
13058,trance
13058,Vocals
13060,Calm
13060,Guitar
13060,Piano
13060,Sad
13062,Calm
13062,moody
13062,Piano
13062,Remix
13064,Chillout
13064,dance
13064,ibiza
13064,trance
13065,dance
13065,long
13065,trance
13065,Untz
13066,GameRemix
13066,long
13066,SpaceShooter
13067,trance
13067,Untz
13068,trance
13068,Untz
13071,trance
13072,cover
13072,DelayLama
13072,Untz
13072,Vocals
13074,AwfulGuitarSample
13074,Guitar
13075,Guitar
13075,Remix
13076,Chiptune
13076,Platformer
13077,Chiptune
13077,Platformer
13078,Chiptune
13078,Platformer
13079,Arcade
13079,Gameport
13079,Merry
13080,bass
13080,dance
13080,Remix
13080,UFO
13080,Untz
13080,Vocals
13081,dance
13081,Remix
13081,trance
13082,Arcade
13082,Gameport
13085,Gamemusic
13085,Gameport
13085,Merry
13086,dance
13086,trance
13087,Vocals
13088,Arcade
13088,Gameport
13088,japanese
13088,Merry
13089,coop
13089,Remix
13091,Beat
13091,ComicBakery
13091,GameRemix
13091,Industrial
13091,OutOfTune
13092,breakbeat
13092,ComicBakery
13092,food
13092,GameRemix
13092,Hardcore
13092,OldSchool
13093,animal
13093,Remix
13093,Untz
13094,Remix
13095,Movie
13095,Psytrance
13095,trance
13095,Untz
13095,voice
13097,TruckDriversGearChange
13098,Industrial
13099,GameRemix
13099,Guitar
13102,"1986"
13102,Chiptune
13102,Merry
13102,TeamSport
13103,"1987"
13103,Gamemusic
13104,"1985"
13104,animal
13104,Bleepy
13104,C64
13104,Chiptune
13104,Gamemusic
13104,Melodic
13104,SID
13105,"1986"
13105,Gamemusic
13105,Heroic
13105,SpaceShooter
13106,OutOfTune
13108,"1988"
13108,Guitar
13108,Metal
13109,"1987"
13109,long
13109,Psychedelic
13109,SpaceShooter
13110,Amiga
13110,OldSchool
13113,cover
13113,Remake
13113,video
13115,Amiga
13115,Short
13116,video
13119,Short
13120,long
13120,medley
13120,Popcorn
13120,Remix
13121,GameRemix
13122,GameRemix
13124,dance
13124,pachelbel
13129,GameRemix
13129,long
13129,Remake
13129,SpaceShooter
13132,Mellow
13132,Melodic
13133,Mellow
13133,Remake
13133,softsynth
13134,Chiptune
13134,dance
13134,Spacesynth
13134,Untz
13140,GameRemix
13141,coop
13141,RadixStyle
13143,Short
13144,video
13145,Chiptune
13145,Mellow
13145,Slow
13146,animal
13147,Chiptune
13147,Mellow
13147,Melodic
13148,animal
13148,Gamemusic
13148,Space
13149,Minimal
13149,one_sample
13153,"1988"
13153,TruckDriversGearChange
13154,"1989"
13155,"1986"
13155,Chiptune
13155,Gamemusic
13155,SpaceShooter
13156,C64
13156,Chiptune
13156,Gamemusic
13156,SID
13156,video
13160,Chiptune
13160,happy
13160,Untz
13162,Chiptune
13162,Energetic
13163,anthem
13163,Chiptune
13163,Epic
13165,"1992"
13165,Gamemusic
13165,video
13166,Chiptune
13166,Instrumental
13166,Melodic
13167,Chiptune
13167,Classical
13167,Instrumental
13167,Piano
13168,Doskpop
13170,House
13171,C64
13171,drugs
13171,SID
13173,"1995"
13173,Amiga
13173,Musicdisk
13175,Missing
13175,youDOH
13176,coop
13177,Chiptune
13182,animal
13182,SID
13183,animal
13183,Gamemusic
13185,Merry
13186,"1989"
13186,Gamemusic
13186,Platformer
13187,"1989"
13187,AwfulGuitarSample
13187,Demo
13187,Rock
13188,Gamemusic
13188,Heroic
13188,Orchestral
13190,"1990"
13190,Amiga
13190,Musicdisk
13191,GameRemix
13193,animal
13193,GameRemix
13196,GameRemix
13197,ComicBakery
13197,GameRemix
13198,GameRemix
13199,GameRemix
13199,Piano
13199,spooky
13200,GameRemix
13201,GameRemix
13203,breakbeat
13203,Lyrics
13203,Remix
13204,ALARM
13204,GameRemix
13207,"1993"
13207,Amiga
13207,Gamemusic
13207,Melodic
13207,Relaxing
13209,"1987"
13210,ChiptuneCover
13210,cover
13210,Remake
13211,"1988"
13211,C64samples
13211,Gamemusic
13211,SID
13212,"1986"
13212,Fantasy
13213,"2000"
13213,Amiga
13213,animal
13213,Ballad
13213,Mellow
13213,Relaxing
13213,whales
13214,Amiga
13214,Ballad
13214,Guitar
13214,OutOfTune
13215,Gamemusic
13215,long
13215,Unreal
13216,"1991"
13216,Amiga
13216,Demo
13217,"2004"
13217,Relaxing
